"index";"Company";"TypeName";"Inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"price";"ppi"
965;"HP";"Notebook";15.6;"medium";1366;768;0;"2.50";8;"HDD";1024;0;"Nvidia";" GeForce 930MX";"windows";8;45102;100
966;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";1024;0;"AMD";" Radeon R5 M430";"linux";4;24808;100
967;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.50";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;43956;100
968;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.40";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;36497;141
969;"Dell";"Gaming";17.3;"large";1920;1080;0;"2.80";32;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";32;167779;127
970;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";6;"SSD";256;0;"Nvidia";" GeForce 920MX";"windows";6;37030;141
971;"Dell";"2 in 1 Convertible";13.3;"small";3200;1800;1;"1.30";16;"SSD";512;0;"Intel";" HD Graphics 615";"windows";16;101179;276
972;"Dell";"Ultrabook";14.0;"medium";2560;1440;1;"2.60";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;104588;210
973;"Dell";"Gaming";17.3;"large";1920;1080;0;"2.60";32;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";32;149184;127
974;"Toshiba";"Notebook";14.0;"medium";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;62870;157
975;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";16;109219;127
976;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"Hybrid";128;1024;"Nvidia";" GeForce 930MX";"windows";8;52161;141
977;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"2.30";4;"Hybrid";508;0;"Intel";" HD Graphics 520";"windows";4;53387;112
0;"Asus";"2 in 1 Convertible";15.6;"medium";3840;2160;1;"1.60";8;"Hybrid";512;2048;"Intel";" UHD Graphics 620";"windows";8;52161;282
980;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";16;93187;127
981;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"2.70";12;"SSD";512;0;"Intel";" HD Graphics 620";"windows";12;69211;141
982;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"2.30";4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";4;63670;166
983;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"3.60";6;"SSD";256;0;"AMD";" Radeon 530";"windows";6;29251;141
984;"Fujitsu";"Notebook";15.6;"medium";1366;768;0;"2.30";4;"SSD";256;0;"Intel";" HD Graphics 520";"windows";4;34579;100
985;"Toshiba";"Notebook";14.0;"medium";1366;768;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;48751;112
986;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.50";4;"HDD";500;0;"AMD";" Radeon R5 M430";"windows";4;31915;100
987;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";8;42944;141
988;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";8;63350;141
989;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.70";8;"HDD";1024;0;"AMD";" Radeon R7 M445";"windows";8;39907;100
990;"Dell";"Notebook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";128;0;"Intel";" HD Graphics 620 ";"windows";8;59620;157
991;"HP";"Netbook";12.5;"small";1920;1080;0;"1.20";8;"SSD";512;0;"Intel";" HD Graphics 515";"windows";8;101658;176
992;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.00";4;"Hybrid";128;1024;"AMD";" Radeon 520";"windows";4;26587;141
993;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"1.10";4;"SSD";128;0;"Intel";" HD Graphics 500";"N/A";4;14419;100
0;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"1.60";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;52161;141
996;"Asus";"Notebook";13.3;"small";3200;1800;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;61272;276
997;"HP";"Ultrabook";13.3;"small";1920;1080;1;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;71875;166
998;"Acer";"Notebook";15.6;"medium";1366;768;0;"1.10";4;"HDD";500;0;"Intel";" HD Graphics 505";"windows";4;20246;100
999;"Asus";"Gaming";15.6;"medium";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";16;95851;141
1000;"HP";"Ultrabook";14.0;"medium";1920;1080;0;"2.70";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;111302;157
1001;"Acer";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";8;67133;141
1002;"HP";"Notebook";13.3;"small";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;63350;166
1003;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.40";4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";4;29144;100
1004;"HP";"Notebook";14.0;"medium";1366;768;0;"2.50";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;41505;112
1005;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"2.30";4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";4;63670;166
1006;"HP";"Notebook";14.0;"medium";1366;768;0;"2.40";4;"SSD";256;0;"Intel";" HD Graphics 520";"windows";4;58607;112
1007;"HP";"Notebook";14.0;"medium";1920;1080;0;"2.50";4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";4;64202;157
1008;"HP";"Ultrabook";14.0;"medium";1920;1080;0;"2.60";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;77203;157
1009;"HP";"Notebook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";8;55905;157
1010;"HP";"Notebook";14.0;"medium";1366;768;0;"2.40";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;36444;112
1011;"Dell";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"Hybrid";1024;0;"Nvidia";" GeForce GTX 1050";"windows";8;50563;141
1012;"HP";"Ultrabook";12.5;"small";1920;1080;0;"2.50";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;81998;176
1013;"HP";"Notebook";14.0;"medium";1920;1080;0;"2.50";4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";4;84715;157
1014;"HP";"Ultrabook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;100551;157
1015;"HP";"Notebook";13.3;"small";1366;768;0;"2.40";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;42624;118
1016;"Toshiba";"Notebook";13.3;"small";1366;768;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;64469;118
1017;"HP";"Notebook";15.6;"medium";1366;768;0;"2.40";4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";4;41025;100
1018;"Lenovo";"Notebook";17.3;"large";3840;2160;0;"2.70";16;"SSD";512;0;"Nvidia";" Quadro 3000M";"windows";16;158135;255
1019;"Toshiba";"Notebook";14.0;"medium";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;79387;157
1020;"HP";"Notebook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;118761;157
1021;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"2.30";4;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";4;42410;141
1022;"Toshiba";"Ultrabook";13.3;"small";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;84715;166
1023;"HP";"Notebook";13.3;"small";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;61219;166
1024;"HP";"Notebook";14.0;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";8;63160;157
1025;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.40";8;"HDD";500;0;"Intel";" HD Graphics 520";"windows";8;55754;141
1026;"HP";"Ultrabook";12.5;"small";1366;768;0;"2.50";4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";4;83064;125
1027;"HP";"Notebook";14.0;"medium";1366;768;0;"2.50";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;63350;112
1028;"HP";"Notebook";14.0;"medium";1366;768;0;"2.50";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;56477;112
1029;"Dell";"Ultrabook";13.3;"small";3200;1800;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;86527;276
1030;"HP";"Notebook";17.3;"large";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";8;57542;127
1031;"HP";"Notebook";14.0;"medium";1366;768;0;"2.50";4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";4;51841;112
1032;"Acer";"Notebook";15.6;"medium";1366;768;0;"3.00";6;"HDD";1024;0;"AMD";" Radeon R5";"windows";6;21792;100
1033;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";8;63499;127
1034;"HP";"Notebook";14.0;"medium";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;63670;157
1035;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;65481;141
1036;"HP";"Ultrabook";12.5;"small";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;71875;176
1037;"HP";"Notebook";15.6;"medium";1366;768;0;"2.50";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;39534;100
1038;"Toshiba";"Ultrabook";14.0;"medium";1920;1080;0;"2.60";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;91908;157
1039;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.40";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;56634;141
1040;"HP";"Notebook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;53840;157
1041;"Lenovo";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"2.50";4;"SSD";256;0;"Intel";" HD Graphics 520";"windows";4;45128;141
1042;"Vero";"Notebook";14.0;"medium";1366;768;0;"1.44";2;"Flash Storage";32;0;"Intel";" HD Graphics 400";"windows";2;11231;112
1043;"Toshiba";"Notebook";15.6;"medium";1920;1080;0;"2.50";16;"SSD";256;0;"Nvidia";" GeForce 930M";"windows";16;66065;141
1044;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;55923;141
1045;"HP";"Notebook";14.0;"medium";1920;1080;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;53280;157
1046;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.40";8;"Hybrid";256;500;"Intel";" HD Graphics 520";"windows";8;112066;141
1047;"HP";"Notebook";14.0;"medium";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;78268;157
1048;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.70";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 980M";"windows";16;82352;127
1049;"Lenovo";"Gaming";17.3;"large";1920;1080;0;"2.60";16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 980M";"windows";16;122011;127
1050;"Asus";"Netbook";11.6;"small";1366;768;0;"1.60";4;"Flash Storage";16;0;"Intel";" HD Graphics 400";"others";4;15339;135
1051;"Lenovo";"Notebook";14.0;"medium";2560;1440;0;"2.60";16;"SSD";256;0;"Intel";" HD Graphics 520";"windows";16;139594;210
1052;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"HDD";1024;0;"Nvidia";" GeForce 940MX";"windows";8;52161;141
1053;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;58288;141
1054;"HP";"Notebook";15.6;"medium";1366;768;0;"2.50";4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";4;52161;100
1055;"Dell";"Ultrabook";13.3;"small";3200;1800;1;"2.70";16;"SSD";1024;0;"Intel";" HD Graphics 620";"windows";16;120093;276
1056;"HP";"Notebook";15.6;"medium";1366;768;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;57667;100
1057;"HP";"Notebook";15.6;"medium";1366;768;0;"2.50";4;"HDD";500;0;"Intel";" HD Graphics 620";"N/A";4;26587;100
1058;"Acer";"Notebook";15.6;"medium";1366;768;0;"2.20";8;"HDD";1024;0;"AMD";" Radeon R5";"windows";8;23923;100
1059;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.70";12;"SSD";256;0;"Intel";" HD Graphics 620";"windows";12;69211;166
0;"MSI";"Gaming";15.6;"medium";1920;1080;0;"1.60";8;"Hybrid";256;1024;"Intel";" UHD Graphics 620";"windows";8;52161;141
1062;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.60";16;"HDD";1024;0;"Nvidia";" GeForce GTX 965M";"N/A";16;53173;127
1063;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.50";4;"HDD";1024;0;"Intel";" HD Graphics";"windows";4;29784;141
1064;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.70";16;"HDD";2048;0;"AMD";" Radeon R7 M445";"windows";16;52747;141
1065;"MSI";"Gaming";15.6;"medium";1920;1080;0;"2.60";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";16;102777;141
1066;"Dell";"Ultrabook";13.3;"small";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;77682;166
1067;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.70";64;"SSD";1024;0;"Nvidia";" GeForce GTX 980 ";"windows";64;211788;127
1068;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;42518;166
1069;"Dell";"Gaming";15.6;"medium";3840;2160;0;"2.60";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 970M";"windows";16;70809;282
1070;"Apple";"Ultrabook";12.0;"small";2304;1440;0;"1.10";8;"Flash Storage";256;0;"Intel";" HD Graphics 515";"macos";8;69264;226
1071;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;25680;100
1072;"HP";"Notebook";15.6;"medium";1366;768;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;63883;100
1073;"HP";"Ultrabook";12.5;"small";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;63883;176
1074;"HP";"Notebook";13.3;"small";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;58075;166
1075;"Lenovo";"Ultrabook";12.5;"small";1920;1080;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;91295;176
1076;"Lenovo";"Notebook";17.3;"large";1600;900;0;"2.30";8;"HDD";1024;0;"AMD";" Radeon R5 M330";"windows";8;35112;106
1077;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.30";4;"HDD";1024;0;"Nvidia";" GeForce GTX 950M";"windows";4;52055;141
1078;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";16;133147;127
1079;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;28771;100
1080;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;50083;141
1081;"Lenovo";"Ultrabook";12.5;"small";2560;1440;1;"1.20";8;"SSD";512;0;"Intel";" HD Graphics 515";"windows";8;74539;235
1082;"Lenovo";"Gaming";17.3;"large";1920;1080;0;"2.70";32;"SSD";512;1024;"Nvidia";" GeForce GTX 980M";"windows";32;172627;127
1083;"Lenovo";"2 in 1 Convertible";10.1;"small";1920;1200;1;"1.44";4;"Flash Storage";64;0;"Intel";" HD Graphics 400";"windows";4;34433;224
1084;"HP";"Ultrabook";13.3;"small";3840;2160;0;"2.70";16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";16;109171;331
1085;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;39960;141
1086;"HP";"Notebook";14.0;"medium";1920;1080;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;54931;157
1087;"HP";"Workstation";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"AMD";" FirePro W4190M";"windows";8;79654;141
1088;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"2.30";8;"SSD";180;0;"Intel";" HD Graphics 520";"windows";8;63883;157
1089;"HP";"Notebook";13.3;"small";3200;1800;0;"1.50";4;"Flash Storage";32;0;"Intel";" HD Graphics 515";"others";4;32767;276
1090;"Acer";"Notebook";15.6;"medium";1366;768;0;"2.20";4;"HDD";500;0;"AMD";" Radeon R5";"windows";4;20619;100
1091;"Dell";"Notebook";15.6;"medium";1366;768;0;"1.60";4;"HDD";500;0;"Intel";" HD Graphics";"linux";4;20965;100
1092;"HP";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";1024;0;"Intel";" HD Graphics 520";"N/A";4;18434;100
1093;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.80";8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";8;85195;127
1094;"Dell";"Ultrabook";13.3;"small";1920;1080;0;"1.60";4;"SSD";256;0;"AMD";" Radeon 530";"windows";4;43602;166
1095;"HP";"Netbook";12.5;"small";1366;768;0;"2.30";4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";4;85195;125
1096;"Acer";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 950M";"windows";8;42571;141
1097;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"HDD";1024;0;"AMD";" Radeon R7 M445";"windows";8;34035;141
1098;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.60";8;"SSD";256;0;"Nvidia";" GeForce GTX 965M";"windows";8;85195;127
1099;"HP";"Notebook";15.6;"medium";1366;768;0;"1.60";4;"HDD";1024;0;"Intel";" HD Graphics 405";"windows";4;26640;100
1100;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.60";16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 980M";"windows";16;122491;127
1101;"Dell";"Ultrabook";12.5;"small";1366;768;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;60481;125
1102;"Dell";"Ultrabook";12.5;"small";1366;768;0;"2.30";4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";4;62176;125
1103;"Acer";"Notebook";15.6;"medium";1366;768;0;"1.50";4;"SSD";16;0;"Intel";" HD Graphics";"others";4;11136;100
1104;"HP";"Workstation";17.3;"large";1920;1080;0;"2.60";8;"HDD";1024;0;"AMD";" FirePro W6150M";"windows";8;154459;127
1105;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.80";16;"SSD";512;0;"Nvidia";" GeForce GTX 1050 Ti";"windows";16;63883;141
1106;"Dell";"Ultrabook";12.5;"small";1366;768;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;75290;125
1107;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.60";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960M";"windows";8;80516;127
1108;"Lenovo";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"2.30";4;"SSD";256;0;"Intel";" HD Graphics 520";"windows";4;46194;141
1109;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.50";4;"HDD";1024;0;"AMD";" Radeon R4";"windows";4;21205;141
1110;"Asus";"Gaming";15.6;"medium";1920;1080;0;"2.60";16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960M";"windows";16;71342;141
1111;"HP";"Notebook";13.3;"small";3200;1800;1;"1.10";8;"SSD";256;0;"Intel";" HD Graphics 515";"windows";8;90523;276
1112;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.30";4;"HDD";500;0;"AMD";" Radeon R5 M315";"windows";4;40980;100
1113;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";4;22857;100
1114;"HP";"Ultrabook";13.3;"small";1920;1080;0;"2.50";8;"SSD";512;0;"Intel";" HD Graphics 520";"windows";8;57667;166
1115;"Lenovo";"2 in 1 Convertible";10.1;"small";1920;1200;1;"1.44";4;"Flash Storage";64;0;"Intel";" HD Graphics 400";"others";4;29251;224
1116;"Dell";"Ultrabook";13.3;"small";1920;1080;0;"2.40";8;"SSD";256;0;"Intel";" Iris Plus Graphics 640";"windows";8;73473;166
1117;"Lenovo";"Gaming";17.3;"large";1920;1080;0;"2.70";16;"SSD";256;1024;"Nvidia";" GeForce GTX 980M";"windows";16;146519;127
1118;"Razer";"Ultrabook";12.5;"small";3840;2160;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;54825;352
1119;"Toshiba";"Ultrabook";13.3;"small";1920;1080;0;"2.70";16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";16;118601;166
1120;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.60";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960M";"windows";8;69929;127
1121;"Vero";"Notebook";13.3;"small";1920;1080;0;"1.44";4;"Flash Storage";32;0;"Intel";" HD Graphics 400";"windows";4;10443;166
1122;"HP";"Notebook";13.3;"small";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;90043;166
1123;"HP";"Notebook";14.0;"medium";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;80613;157
1124;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"linux";4;27899;100
1125;"Asus";"Notebook";15.6;"medium";1366;768;0;"2.40";4;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";4;23177;100
1126;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;88924;157
1127;"Lenovo";"2 in 1 Convertible";10.1;"small";1920;1200;1;"1.44";4;"Flash Storage";64;0;"Intel";" HD Graphics 400";"windows";4;25521;224
1128;"HP";"Ultrabook";12.5;"small";1366;768;0;"2.40";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;100966;125
1129;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"N/A";8;52694;141
1130;"HP";"Gaming";17.3;"large";1920;1080;0;"2.30";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";8;60153;127
1131;"HP";"Notebook";15.6;"medium";1366;768;0;"2.70";8;"HDD";2048;0;"Intel";" HD Graphics 620";"windows";8;33513;100
1132;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;1;"2.60";8;"SSD";512;0;"Nvidia";" Quadro M500M";"windows";8;109244;157
1133;"Asus";"Notebook";14.0;"medium";1366;768;0;"1.10";4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";4;14812;112
1134;"HP";"Ultrabook";15.6;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;40067;141
1135;"Acer";"Notebook";15.6;"medium";1920;1080;0;"2.50";4;"HDD";1024;0;"Nvidia";" GeForce 940MX";"windows";4;32820;141
1136;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";16;"Hybrid";1024;0;"AMD";" Radeon R7 M360";"windows";16;58555;141
1137;"HP";"Workstation";17.3;"large";1920;1080;0;"2.60";8;"SSD";256;0;"Nvidia";" Quadro M3000M";"windows";8;210424;127
1138;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.50";8;"HDD";1024;0;"AMD";" Radeon R7 M445";"windows";8;41772;100
1139;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.70";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 980M";"windows";16;127819;127
1140;"HP";"Ultrabook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;115709;141
1141;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;1;"2.60";16;"SSD";512;0;"Intel";" HD Graphics 520";"windows";16;130003;210
1142;"MSI";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";8;60888;141
1143;"HP";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.40";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;86793;166
1144;"HP";"Workstation";15.6;"medium";1920;1080;0;"2.60";8;"SSD";256;0;"Nvidia";" Quadro M1000M";"windows";8;118761;141
1145;"HP";"2 in 1 Convertible";13.3;"small";2560;1440;1;"2.60";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;95851;221
1146;"HP";"Workstation";15.6;"medium";1920;1080;0;"2.60";8;"SSD";256;0;"Nvidia";" Quadro M1000M";"windows";8;101179;141
1147;"HP";"Ultrabook";12.5;"small";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;122381;176
1148;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";8;63376;141
1149;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;84129;141
1150;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;124622;210
1151;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";1024;0;"Intel";" HD Graphics 520";"N/A";4;18062;100
1152;"HP";"Notebook";15.6;"medium";1366;768;0;"1.80";4;"HDD";500;0;"AMD";" Radeon R2 Graphics";"windows";4;15824;100
1153;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.30";8;"HDD";1024;0;"AMD";" Radeon R5 M330";"N/A";8;31915;141
1154;"Dell";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050Ti";"windows";8;63883;141
